,filename,pattern,txt,person
0,prot-198990--8,57c220112017a734,N (c):,
0,prot-198990--8,57c220112017a734,IVAR VIRGIN (m):,Ivar Virgin
0,prot-198990--8,de6f12a4e7bb37b4,N (c) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,IVAR VIRGIN (m) replik:,Ivar Virgin
1,prot-198990--8,de6f12a4e7bb37b4,N (c) replik:,
0,prot-198990--8,57c220112017a734,GUDRUN NORBERG (fp):,Gudrun Norberg
0,prot-198990--8,57c220112017a734,ANNIKA ÅHNBERG (vpk):,Annika Åhnberg
0,prot-198990--8,57c220112017a734,KRISTER SKÅNBERG (mp):,
0,prot-198990--8,de6f12a4e7bb37b4,IVAR VIRGIN (m) replik:,Ivar Virgin
0,prot-198990--8,57c220112017a734,GUNNAR HÖKMARK (m):,Gunnar Hökmark
1,prot-198990--8,de6f12a4e7bb37b4,BIRGITTA HAMBRAEUS (c) replik:,Birgitta Hambraeus
2,prot-198990--8,de6f12a4e7bb37b4,KRISTER SKÅNBERG (mp) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,ANNIKA ÅHNBERG (vpk) replik:,Annika Åhnberg
1,prot-198990--8,de6f12a4e7bb37b4,N (c) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,KRISTER SKÅNBERG (mp) replik:,
1,prot-198990--8,de6f12a4e7bb37b4,KRISTER SKÅNBERG (mp) replik:,
2,prot-198990--8,de6f12a4e7bb37b4,GUNNAR HÖKMARK (m) replik:,Gunnar Hökmark
0,prot-198990--8,de6f12a4e7bb37b4,ANNIKA ÅHNBERG (vpk) replik:,Annika Åhnberg
1,prot-198990--8,de6f12a4e7bb37b4,N (c) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,KRISTER SKÅNBERG (mp) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,GUNNAR HÖKMARK (m) replik:,Gunnar Hökmark
0,prot-198990--8,57c220112017a734,EVA BJÖRNE (m):,Eva Björne
0,prot-198990--8,de6f12a4e7bb37b4,KRISTER SKÅNBERG (mp) replik:,
0,prot-198990--8,de6f12a4e7bb37b4,ANNIKA ÅHNBERG (vpk) replik:,Annika Åhnberg
